Başlık,Marka,Ürün Modeli,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,İşlemci Cache,Temel İşlemci Hızı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Bellek Hızı,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Ekran Panel Tipi,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı,Ekran Kartı İşlemcisi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Lenovo Ideapad Slim 3 Intel Core I7 13620H 16GB 512GB SSD 16"" Fhd+ Fdos Taşınabilir Bilgisayar & Per4 Çanta 83K2001VTRP305",Lenovo,Notebook,Ofis ve İş,Koyu Gri,2 kg ve Altı,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,"2,4 GHz","4,9 GHz",16 GB,DDR5,4800 MHz,512 GB,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 05:24:45,"32.810,63 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i7-13620h-16gb-512gb-ssd-16-fhd-fdos-tasinabilir-bilgisayar-per4-canta-83k2001vtrp305-pm-HBC00008K4JPG
"Asus 1186. Asus X1502ZA-EJ2169W Intel I3-1215U 8gb Ram 512GB SSD Intel UHD Graphics 15.6"" Fhd Windows 11 Taşınabilir Bilgisayar",Asus,Notebook,,,2 - 4 kg,Intel Core i3,1215U,Yok,,Belirtilmemiş,,Yok,8 GB,Belirtilmemiş,Belirtilmemiş,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,,,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,,Windows 11 Home,2025-12-02 05:24:50,23.999 TL,https://www.hepsiburada.com/asus-1186-asus-x1502za-ej2169w-intel-i3-1215u-8gb-ram-512gb-ssd-intel-uhd-graphics-15-6-fhd-windows-11-tasinabilir-bilgisayar-pm-HBC00006NY0ZG
"Asus Vivobook-15 X1504ZA-BQ322 Intel Core I5 1235U 16GB 1tb SSD 15.6"" Fhd IPS Windows 11 Pro Lacivert Dizüsütü Bilgisayar Çanta Hediyeli",Asus,Notebook,,Lacivert,1 - 2 kg,Intel Core i5,Intel Core i5,12.Nesil,,12 MB Cache,,"4,4 GHz",16 GB,DDR4,3200 MHz,1 TB,Yok,"15,6 inç",IPS,1920 x 1080,,,Dahili Ekran Kartı,Paylaşımlı,,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 05:24:54,33.599 TL,https://www.hepsiburada.com/asus-vivobook-15-x1504za-bq322-intel-core-i5-1235u-16gb-1tb-ssd-15-6-fhd-ips-windows-11-pro-lacivert-dizusutu-bilgisayar-canta-hediyeli-pm-HBC00005GNRYC
"HP 250 G9 I5-1235U 16 GB 512 GB SSD 15.6"" Fhd Windows 11 Pro Taşınabilir Bilgisayar 6Q8N9ESSN16",HP,Notebook,,Gri,2 kg ve Altı,Intel Core i5,Intel Core i5,12.Nesil,,12 MB Cache,"1,2 GHz","4,4 GHz",16 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",TN,1920 x 1080,,,Dahili Ekran Kartı,Paylaşımlı,,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 05:24:59,"43.467,58 TL",https://www.hepsiburada.com/hp-250-g9-i5-1235u-16-gb-512-gb-ssd-15-6-fhd-windows-11-pro-tasinabilir-bilgisayar-6q8n9essn16-pm-HBC000036RXHU
"Lenovo Ideapad Slim 3 83K2001RTR008 I5-13420H 24GB 512SSD 16"" Wuxga Freedos Dizüstü Bilgisayar",Lenovo,Notebook,Ofis ve İş,"Koyu Mavi, Koyu Mavi",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,12 MB Cache,"1,5 GHz","4,6 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 05:25:03,"28.419,02 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-83k2001rtr008-i5-13420h-24gb-512ssd-16-wuxga-freedos-dizustu-bilgisayar-pm-HBC00009RCC82
Lenovo Thinkpad X1 Carbon GEN12 21KC006BTX ULTRA7-155U 32 GB 1 Tb SSD 14'' W11PRO Dizüstü Bilgisayar,Lenovo,Notebook,Ofis ve İş,"Siyah, Siyah",1 - 2 kg,,155U,14.Nesil,,12 MB Cache,"4,8 GHz","4,8 GHz",32 GB,DDR5,6400 MHz,1 TB,Yok,14 inç,OLED,2880 x 1800,Belirtilmemiş,120 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,DDR5,Windows 11 Pro,2025-12-02 05:25:08,"99.999,75 TL",https://www.hepsiburada.com/lenovo-thinkpad-x1-carbon-gen12-21kc006btx-ultra7-155u-32-gb-1-tb-ssd-14-w11pro-dizustu-bilgisayar-pm-HBC00006WHFAV
"Casper Nevopro 14"" 300NIT Series 2 Core 5-210H 16GB DDR5 500GB Freedos NP40.210H-BV00X-G-F",Casper,Notebook,Ofis ve İş,Gri,2 kg ve Altı,Intel Core 5,210H,Series 2,,12 MB Cache,,"4,8 GHz",,DDR5,4800 MHz,,Yok,14 inç,FHD,1920 x 1200,Full HD,,Paylaşımlı,Paylaşımlı,Paylaşımlı,Paylaşımlı,Onboard,FreeDos,2025-12-02 05:25:13,28.999 TL,https://www.hepsiburada.com/casper-nevopro-14-300nit-series-2-core-5-210h-16gb-ddr5-500gb-freedos-np40-210h-bv00x-g-f-pm-HBC00009TXNQT
"Lenovo Loq İ5-12450HX RTX3050 48GB Ram 512GB SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:17,50.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-48gb-ram-512gb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ0D0
"Lenovo Loq İ5-12450HX RTX3050 48GB Ram 2tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:23,61.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-48gb-ram-2tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1K0
"Lenovo Loq İ5-12450HX RTX3050 24GB Ram 1tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:27,41.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-24gb-ram-1tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ220
"Lenovo Loq İ5-12450HX RTX3050 32GB Ram 4tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:32,58.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-32gb-ram-4tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1WP
"Lenovo Loq İ5-12450HX RTX3050 48GB Ram 1tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:37,54.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-48gb-ram-1tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1PA
"Lenovo Loq İ5-12450HX RTX3050 48GB Ram 4tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:41,63.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-48gb-ram-4tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1IG
"Lenovo Loq İ5-12450HX RTX3050 16GB Ram 512GB SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:46,34.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-16gb-ram-512gb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2GS
"Lenovo Loq İ5-12450HX RTX3050 32GB Ram 2tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:51,54.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-32gb-ram-2tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AJVFQ0
"Lenovo Loq İ5-12450HX RTX3050 16GB Ram 4tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:25:56,47.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-16gb-ram-4tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2GT
"Lenovo Loq İ5-12450HX RTX3050 64GB Ram 1tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:00,65.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-64gb-ram-1tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1WN
"Lenovo Loq İ5-12450HX RTX3050 24GB Ram 4tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:05,50.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-24gb-ram-4tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2QE
"Lenovo Loq İ5-12450HX RTX3050 32GB Ram 512GB SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:10,44.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-32gb-ram-512gb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2UN
"Lenovo Loq İ5-12450HX RTX3050 64GB Ram 4tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:15,74.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-64gb-ram-4tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1G9
"Lenovo Loq İ5-12450HX RTX3050 64GB Ram 512GB SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:19,63.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-64gb-ram-512gb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2O9
"Lenovo Loq İ5-12450HX RTX3050 16GB Ram 2tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:24,41.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-16gb-ram-2tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ1WO
"Lenovo Loq İ5-12450HX RTX3050 24GB Ram 512GB SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:29,37.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-24gb-ram-512gb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2O8
"Lenovo Loq İ5-12450HX RTX3050 24GB Ram 2tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:33,44.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-24gb-ram-2tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ211
"Lenovo Loq İ5-12450HX RTX3050 32GB Ram 1tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:38,48.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-32gb-ram-1tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIYZWW
"Lenovo Loq İ5-12450HX RTX3050 64GB Ram 2tb SSD 15.6"" Fhd IPS 144Hz W11 Taşınabilir Bilgisayar",Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 kg ve Altı,Intel Core i5,12450HX,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,6 GB,GDDR6,Windows 11 Pro,2025-12-02 05:26:42,68.999 TL,https://www.hepsiburada.com/lenovo-loq-i5-12450hx-rtx3050-64gb-ram-2tb-ssd-15-6-fhd-ips-144hz-w11-tasinabilir-bilgisayar-p-HBCV0000AIZ2QD
"Huawei Huaweı Matebook 14/ Intel Core Ultra 5/ 16 GB Ram/ 512GB Ssd/ 14.2""/ W11/ Laptop 53014APV",Huawei,,Ev,Gri,2 kg ve Altı,Intel Core Ultra 5,125H,,,,"1,2 GHz","1,2 GHz",16 GB,LPDDR5,Belirtilmemiş,512 GB,Yok,"14,2 inç",OLED,,WQXGA,,Dahili Ekran Kartı,Paylaşımlı,Intel HD Graphics,8 GB,Onboard,Windows 11 Home,2025-12-02 05:26:47,47.689 TL,https://www.hepsiburada.com/huawei-matebook-14-intel-core-ultra-5-16-gb-ram-512gb-ssd-14-2-w11-laptop-53014apv-pm-HBC0000723B18
"HP 14-EP0014NT Intel Core I3-N305 8gb 512GB SSD Dos 14"" Fhd 80D20EA Gece Mavisi Laptop",HP,Notebook,,Lacivert,1 - 2 kg,Intel Core i3,N305,13.Nesil,,6 MB L3 Cache,,"3,8 GHz",8 GB,DDR4,3200 MHz,512 GB,Yok,14 inç,LED,1920 x 1080,,,Dahili Ekran Kartı,Intel UHD Graphics,,Paylaşımlı,,Yok (Free Dos),2025-12-02 05:26:51,"16.756,99 TL",https://www.hepsiburada.com/hp-14-ep0014nt-intel-core-i3-n305-8gb-512gb-ssd-dos-14-fhd-80d20ea-gece-mavisi-laptop-pm-HBC00005A6TWF
"Dell Alienware 16 Aurora Intel Core i5-210H RTX4050-65W 16GB DDR5 RAM 512GB M.2 SSD 16"" 2K WQXGA Windows11 Home AC16250",Dell,Oyun Bilgisayarları,,Lacivert,2 - 4 kg,Intel Core i5,210H,13.Nesil,,12 MB Cache,,"4,8 GHz",,DDR5,5200 MHz,,Yok,16 inç,IPS,2560 x 1600,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,,6 GB,GDDR6,Windows 11 Home,2025-12-02 05:26:56,43.599 TL,https://www.hepsiburada.com/dell-alienware-16-aurora-intel-core-5-210h-rtx4050-85w-16gb-ddr5-ram-512gb-m-2-ssd-16-2k-wqxga-windows11-home-ac16250-pm-HBC00009JRDY1
"MSI VECTOR 16 HX AI A2XWGG-021TR Intel Core Ultra 9 275HX 32GB 1TB SSD RTX5070 Windows 11 Home 16"" QHD+ 240Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core Ultra 9,275HX,Intel Core Ultra Serisi,,36 MB Cache,,"5,4 GHz",32 GB,DDR5,5600 MHz,1 TB,Yok,16 inç,QHD+,2560 x 1600,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5070,,8 GB,GDDR7,Windows 11 Home,2025-12-02 05:27:01,108.999 TL,https://www.hepsiburada.com/msi-vector-16-hx-ai-a2xwgg-021tr-intel-core-ultra-9-275hx-32gb-1tb-ssd-rtx5070-windows-11-home-16-qhd-240hz-tasinabilir-bilgisayar-pm-HBC00008RAE3Z
"Acer Aspire 3 A315-58-34G6 Dizüstü Bilgisayar, İntel Core i3 İşlemci, 8 GB RAM, 256 GB SSD, 15.6 inç 1920 x 1080 Ekran, İntel UHD Paylaşımlı Grafik Kartı, FreeDOS, NX.ADDEY.00G",Acer,Notebook,,"Gri, Gümüş",2 kg ve Altı,Intel Core i3,1115G4,11.Nesil,,6 MB Cache,"2,7 GHz","2,8 GHz",8 GB,DDR4,3200 MHz,256 GB,Yok,"15,6 inç",LCD,1920 x 1080,,,Dahili Ekran Kartı,Paylaşımlı,,Paylaşımlı,DDR4,Yok (Free Dos),2025-12-02 05:27:05,15.199 TL,https://www.hepsiburada.com/acer-aspire-3-dizustu-bilgisayar-pm-HBC00007IL10I
"MSI THIN 15 B12VE-1625XTR Intel Core i5 12450H 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,,Koyu Gri,1 - 2 kg,Intel Core i5,Intel Core i5,12.Nesil,,12 MB Cache,,"4,4 GHz",16 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",TN,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,,6 GB,GDDR6,Yok (Free Dos),2025-12-02 05:27:10,"39.999,99 TL",https://www.hepsiburada.com/msi-thin-15-b12ve-1625xtr-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC0000658VU4
"MSI Thin 15 B12VE-1892XTR Intel Core I7-12650H 16GB 512GB SSD 6gb Rtx 4050 15.6""fhd 144Hz Freedos",MSI,Oyun Bilgisayarları,,Gri,1 - 2 kg,Intel Core i7,12650H,12.Nesil,,24 MB Cache,"4,4 GHz","4,7 GHz",16 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",IPS,1920 x 1080,,,Harici Ekran Kartı,Nvidia GeForce RTX 4050,,6 GB,GDDR6,Yok (Free Dos),2025-12-02 05:27:14,46.499 TL,https://www.hepsiburada.com/msi-thin-15-b12ve-1892xtr-intel-core-i7-12650h-16gb-512gb-ssd-6gb-rtx-4050-15-6-fhd-144hz-freedos-pm-HBC00006Y8B7K
"Apple MacBook Air M2 Çip 8GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Gece Yarısı MLY33TU/A",Apple,Notebook,,Gece Mavisi,1 - 2 kg,Apple M2,Apple M2,Yok,,Belirtilmemiş,,Yok,8 GB,Belirtilmemiş,,256 GB,Yok,"13,6 inç",IPS,2560 x 1600,,,,Belirtilmemiş,M2,Belirtilmemiş,,macOS,2025-12-02 05:27:19,40.000 TL,https://www.hepsiburada.com/apple-macbook-air-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mly33tu-a-pm-HBC00002GNKO4
"Lenovo Thinkbook 16 G7 Iml Ultra 7 155H 64 GB Ddr5 1 Tb SSD Windows 11 Pro Arc Graphics 16"" Wuxga Taşınabilir Bilgisayar 21MS008RTRCB11",Lenovo,Ultrabook,Ofis ve İş,"Gri, Gri",2 kg ve Altı,Intel Core Ultra 7,155H,Intel Core Ultra Serisi,16,24 MB Cache,"2,5 GHz","4,8 GHz",,DDR5,5600 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel Arc Graphics,Intel Arc Graphics,Paylaşımlı,Onboard,Windows 11 Pro,2025-12-02 05:27:24,73.000 TL,https://www.hepsiburada.com/lenovo-thinkbook-16-g7-iml-ultra-7-155h-64-gb-ddr5-1-tb-ssd-windows-11-pro-arc-graphics-16-wuxga-tasinabilir-bilgisayar-21ms008rtrcb11-pm-HBC00009G7Y9O
